cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,concrete_compressive_strength
1.0,-1.0,-1.0,-0.30693069306930676,-0.7222222222222222,0.3895348837209305,-0.5327635327635329,-0.5462184873949579,0.9556786703601108
1.0,-1.0,-1.0,-0.30693069306930676,-0.7222222222222222,0.4767441860465116,-0.5327635327635329,-0.5462184873949579,0.4998740871317049
-0.2511415525114158,-0.3656093489148581,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-0.566951566951567,0.4957983193277311,0.1256610425585496
0.26940639269406375,-0.47134112409571505,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,-0.5462184873949579,-0.14077058675396614
-0.2511415525114158,-0.3656093489148581,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-0.566951566951567,-0.5462184873949579,0.09594560564089649
0.7031963470319633,-1.0,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,-0.5462184873949579,-0.06925207756232687
-0.5589041095890412,-0.263216471897607,-1.0,0.28712871287128694,-1.0,0.031395348837209625,0.31908831908831914,0.4957983193277311,-0.09997481742634096
-0.5589041095890412,-0.263216471897607,-1.0,0.28712871287128694,-1.0,0.031395348837209625,0.31908831908831914,-0.5462184873949579,-0.3530596826995719
-0.5981735159817353,0.057317751808569906,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-0.566951566951567,0.4957983193277311,0.007302946361118057
-0.07762557077625587,-0.577072899276572,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-0.566951566951567,-0.5462184873949579,0.14530345001259137
0.26940639269406375,-1.0,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-0.566951566951567,0.4957983193277311,0.2737345756736338
-0.8283105022831052,0.16527545909849772,-1.0,0.28712871287128694,-1.0,0.43023255813953476,0.21310541310541264,0.4957983193277311,-0.06748929740619491
0.26940639269406375,-0.47134112409571505,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,0.4957983193277311,-0.037270209015361155
-0.8283105022831052,0.16527545909849772,-1.0,0.28712871287128694,-1.0,0.43023255813953476,0.21310541310541264,-0.5462184873949579,-0.3475195164945858
-0.8283105022831052,0.16527545909849772,-1.0,0.28712871287128694,-1.0,0.43023255813953476,0.21310541310541264,-0.9663865546218486,-0.8557038529337698
0.4863013698630134,-0.7356705620478575,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,-0.5462184873949579,-0.11609166456811881
0.7031963470319633,-1.0,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,-0.8991596638655461,-0.08662805338705604
-0.3812785388127855,0.3216471897607125,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,-0.5462184873949579,-0.3011835809619743
0.05251141552511407,-0.20701168614357257,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,0.4957983193277311,-0.10878871820700076
0.7031963470319633,-1.0,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,0.4957983193277311,0.004784688995215225
0.09589041095890405,-0.7885364496382861,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-0.566951566951567,0.4957983193277311,0.21203727020901542
0.4863013698630134,-0.7356705620478575,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,0.4957983193277311,-0.012591286829513937
0.4863013698630134,-0.7356705620478575,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,-0.8991596638655461,-0.17527071266683458
0.12785388127853858,-1.0,-1.0,0.28712871287128694,-1.0,0.43023255813953476,0.21310541310541264,-0.9663865546218486,-0.6796776630571644
-0.3812785388127855,0.3216471897607125,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,-0.8991596638655461,-0.397381012339461
0.26940639269406375,-0.47134112409571505,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,-0.8991596638655461,-0.23218332913623763
-0.3812785388127855,0.3216471897607125,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,0.4957983193277311,-0.22462855703852935
-0.07762557077625587,-0.577072899276572,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-0.566951566951567,0.4957983193277311,0.18005540166204992
-0.8283105022831052,0.16527545909849772,-1.0,0.28712871287128694,-1.0,0.43023255813953476,0.21310541310541264,-0.8991596638655461,-0.6912616469403172
-0.5589041095890412,-0.263216471897607,-1.0,0.28712871287128694,-1.0,0.031395348837209625,0.31908831908831914,-0.8991596638655461,-0.6900025182573659
-0.5589041095890412,-0.263216471897607,-1.0,0.28712871287128694,-1.0,0.031395348837209625,0.31908831908831914,-0.9663865546218486,-0.8287584991186099
0.05251141552511407,-0.20701168614357257,-1.0,1.0000000000000004,-1.0,-0.2383720930232558,-1.0000000000000004,-0.5462184873949579,-0.22714681440443196
-0.05022831050228316,-1.0,-1.0,0.28712871287128694,-1.0,-0.011627906976744207,0.46210826210826195,-0.9663865546218486,-0.8101233946109292
