cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,concrete_compressive_strength
1.0,-1.0,-1.0,-0.3578274760383384,-0.84472049689441,0.3895348837209305,-0.5885599598595084,-0.8516483516483516,0.9349694780117106
1.0,-1.0,-1.0,-0.3578274760383384,-0.84472049689441,0.4767441860465116,-0.5885599598595084,-0.8516483516483516,0.48399152859100547
0.05251141552511407,-0.20701168614357257,-1.0,0.6964856230031948,-1.0,-0.2383720930232558,-1.0,0.4780219780219781,-0.05469041983306333
0.05251141552511407,-0.20701168614357257,-1.0,0.6964856230031948,-1.0,-0.2383720930232558,-1.0,1.0,-0.035256010962999795
-0.5589041095890412,-0.263216471897607,-1.0,0.12140575079872207,-1.0,0.031395348837209625,0.16156547917712016,0.9725274725274726,0.04572069266226486
-0.2511415525114158,-0.3656093489148581,-1.0,0.6964856230031948,-1.0,-0.2383720930232558,-0.6186653286502759,-0.510989010989011,0.11374112370748746
0.26940639269406375,-0.47134112409571505,-1.0,0.6964856230031948,-1.0,-0.2383720930232558,-1.0,1.0,0.03077114737760067
0.26940639269406375,-0.47134112409571505,-1.0,0.6964856230031948,-1.0,-0.2383720930232558,-1.0,-0.8516483516483516,-0.149869191478759
-0.2511415525114158,-0.3656093489148581,-1.0,0.6964856230031948,-1.0,-0.2383720930232558,-0.6186653286502759,-0.8516483516483516,0.08434035131431439
0.7031963470319633,-1.0,-1.0,0.6964856230031948,-1.0,-0.2383720930232558,-1.0,-0.8516483516483516,-0.07910801046468163
-0.5589041095890412,-0.263216471897607,-1.0,0.12140575079872207,-1.0,0.031395348837209625,0.16156547917712016,-0.510989010989011,-0.10950541921016554
-0.5589041095890412,-0.263216471897607,-1.0,0.12140575079872207,-1.0,0.031395348837209625,0.16156547917712016,-0.8516483516483516,-0.35991030272829194
0.4863013698630134,-0.7356705620478575,-1.0,0.6964856230031948,-1.0,-0.2383720930232558,-1.0,0.4780219780219781,0.01357917030023681
